,source,z-score,pt,ref,1gram-precision,2gram-precision,3gram-precision,4gram-precision,1gram-recall,2gram-recall,3gram-recall,4gram-recall,wmdist,pt_len,ref_len
1435,"Like many pop cultural phenomena it had gone off the boil somewhat before this new game was made available in the US, Australia and New Zealand in early July.",0.0071776243433696,"['kuten', 'monet', 'pop', 'kulttuurin', 'ilmiöt', 'sen', 'suosio', 'oli', 'jossain', 'määrin', 'laimentunut', 'ennen', 'tämän', 'uuden', 'pelin', 'julkaisua', 'yhdysvalloissa', 'australiassa', 'ja', 'uudessa', 'seelannissa', 'varhain', 'heinäkuussa']","['kuten', 'monet', 'pop', 'kulttuurisia', 'ilmiöitä', 'se', 'oli', 'lähtenyt', 'paise', 'hieman', 'ennen', 'tätä', 'uutta', 'peli', 'otettiin', 'käyttöön', 'yhdysvalloissa', 'australiassa', 'ja', 'uudessa', 'seelannissa', 'heinäkuun', 'alussa']",0.43478260869565216,0.2727272727272727,0.19047619047619047,0.1,0.43478260869565216,0.2727272727272727,0.19047619047619047,0.1,0.14597088539390976,23,23
1436,"Economists - also those near Republicans - see Trump's programme as something that will lead the United States to a deep, economic recession.",0.703956380640273,"['ekonomistit', 'myös', 'republikaaneja', 'lähellä', 'olevat', 'näkevät', 'trumpin', 'ohjelman', 'vievän', 'yhdysvallat', 'syvään', 'taloudelliseen', 'taantumaan']","['taloustieteilijät', 'myös', 'lähellä', 'republikaanien', 'katso', 'trump', 'ohjelman', 'jota', 'johtaa', 'yhdysvallat', 'syvä', 'taloudellinen', 'taantuma']",0.3076923076923077,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.14100832550675357,13,13
1437,"Trump blamed the state for regulating the economy too much, and for forcing small companies into bankruptcy.",0.912932948766115,"['trump', 'syytti', 'valtiota', 'elinkeinoelämän', 'liiasta', 'sääntelystä', 'ja', 'pienyritysten', 'ajamisesta', 'konkurssiin']","['trump', 'syytti', 'valtion', 'talouden', 'sääntelylle', 'liikaa', 'ja', 'pakottaa', 'pieniä', 'yrityksiä', 'konkurssiin']",0.4,0.1111111111111111,0.0,0.0,0.36363636363636365,0.1,0.0,0.0,0.28790004091755483,10,11
1438,"Glover has a wedding to attend next month, her own to television adventurer Steve Backshall.",-1.20054697336327,"['glover', 'osallistuu', 'ensi', 'kuussa', 'häihin', 'kun', 'hän', 'menee', 'naimisiin', 'tv', 'seikkailija', 'steve', 'backshallin', 'kanssa']","['glover', 'on', 'häissä', 'osallistua', 'ensi', 'kuussa', 'hänen', 'oma', 'televisio', 'adventurer', 'steve', 'backshall']",0.2857142857142857,0.07692307692307693,0.0,0.0,0.3333333333333333,0.09090909090909091,0.0,0.0,0.22135259703122082,14,12
1439,Huovila heard about the attack from his own employee.,-0.0924722946702992,"['huovila', 'kuuli', 'iskusta', 'omalta', 'työntekijältään']","['huovila', 'kuulleet', 'hyökkäyksen', 'hänen', 'oma', 'työntekijä']",0.2,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.21420082401044127,5,6
1440,Simone Biles nails all-around gold in women's gymnastics,-0.4387456317618521,"['simone', 'biles', 'nappasi', 'kultaa', 'naisten', 'voimistelun', 'moniottelussa']","['simone', 'biles', 'paljastetaan', 'kaikki', 'noin', 'kultaa', 'naisten', 'voimistelu']",0.5714285714285714,0.3333333333333333,0.0,0.0,0.5,0.2857142857142857,0.0,0.0,0.09026016321293581,7,8
1441,Fiji’s rugby team celebrated the gold.,1.08485705144098,"['fidžin', 'rugbyjoukkue', 'juhli', 'mestaruutta']","['fidžin', 'rugby', 'joukkue', 'juhli', 'kultaa']",0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.19935771856439707,4,5
1442,"The purpose of the campaign is to tempt the Japanese to begin their aurora trips already early in the autumn, Visit Finland says in a press release.",0.980975050313516,"['kampanjan', 'tarkoituksena', 'on', 'houkutella', 'japanilaisia', 'aloittamaan', 'revontulimatkat', 'jo', 'alkusyksystä', 'visit', 'finland', 'kertoo', 'tiedotteessa']","['kampanjan', 'tarkoituksena', 'on', 'houkutella', 'japanilaisia', 'aloittamaan', 'aurora', 'matkat', 'jo', 'aikaisin', 'syksyllä', 'vierailkaa', 'suomi', 'sanoo', 'lehdistötiedotteessa']",0.5384615384615384,0.4166666666666667,0.36363636363636365,0.3,0.4666666666666667,0.35714285714285715,0.3076923076923077,0.25,0.09945430763557445,13,15
1443,"The institutional investors stayed calmer, but the private investors were nervous.",0.703956380640273,"['institutionaaliset', 'sijoittajat', 'pysyivät', 'rauhallisempina', 'mutta', 'yksityiset', 'sijoittajat', 'hermoilivat']","['institutionaaliset', 'sijoittajat', 'jäivät', 'rauhallisempi', 'mutta', 'yksityiset', 'sijoittajat', 'hermostuivat']",0.625,0.42857142857142855,0.16666666666666666,0.0,0.625,0.42857142857142855,0.16666666666666666,0.0,0.21098252629257738,8,8
1444,"In June's presidential elections the criticalness towards those in power was clearly seen, and Gudni Johannesson, who came from outside the politics, was elected president.",0.4615650446761861,"['kesäkuussa', 'presidentinvaaleissa', 'kriittisyys', 'valtaapitäviä', 'kohtaan', 'näkyi', 'selvästi', 'ja', 'presidentiksi', 'valittiin', 'politiikan', 'ulkopuolelta', 'ehdolle', 'asettunut', 'gudni', 'johannesson']","['kesäkuussa', 'presidentinvaaleissa', 'myös', 'criticalness', 'valtaapitäviä', 'kohtaan', 'oli', 'selvästi', 'nähtävissä', 'ja', 'gudni', 'johannesson', 'jotka', 'tulivat', 'politiikan', 'ulkopuolelta', 'valittiin', 'presidentiksi']",0.75,0.26666666666666666,0.0,0.0,0.6666666666666666,0.23529411764705882,0.0,0.0,0.09253777953016092,16,18
1445,"After the plates were cleared at Eisenberg's, she and Mr. Coe pulled out a dessert they had prepared at home: the prune dessert that President Roosevelt ate for lunch.",-0.8660578978045459,"['sen', 'jälkeen', 'kun', 'lautaset', 'olivat', 'tyhjinä', 'eisenbergissä', 'hän', 'ja', 'coe', 'vetivät', 'esiin', 'jälkiruoan', 'jotka', 'he', 'olivat', 'valmistaneet', 'kotona', 'luumujälkiruoan', 'jota', 'presidentti', 'roosevelt', 'söi', 'lounaaksi']","['kun', 'kilvet', 'raivattiin', 'klo', 'eisenberg', 'ja', 'kerran', 'hän', 'veti', 'pois', 'jälkiruoka', 'oli', 'valmis', 'kotona', 'karsia', 'jälkiruoka', 'että', 'presidentti', 'roosevelt', 'söi', 'lounaalle']",0.2916666666666667,0.08695652173913043,0.045454545454545456,0.0,0.3333333333333333,0.1,0.05263157894736842,0.0,0.18952543069334288,24,21
1446,So how does it work?,1.36187572111422,"['miten', 'se', 'sitten', 'toimii']","['niin', 'miten', 'se', 'toimii']",0.75,0.3333333333333333,0.0,0.0,0.75,0.3333333333333333,0.0,0.0,0.01588290801858902,4,4
1447,"Manchester United's big signing Paul Pogba is suspended for his Man United’s first Premier League match of the season against Bournemouth, BBC said on Friday.",-0.8700511196985831,"['manchester', 'unitedin', 'jättihankinta', 'paul', 'pogba', 'on', 'pelikiellon', 'takia', 'sivussa', 'manu', 'n', 'avatessa', 'liigakautensa', 'sunnuntaina', 'bournemouthia', 'vastaan', 'kertoi', 'bbc', 'perjantaina']","['manchester', 'united', 'on', 'allekirjoitettu', 'paul', 'pogba', 'keskeytetään', 'hänen', 'man', 'united', 'ensimmäisen', 'kauden', 'valioliigan', 'ottelussa', 'bournemouth', 'vastaan', 'bbc', 'kertoi', 'perjantaina']",0.42105263157894735,0.05555555555555555,0.0,0.0,0.42105263157894735,0.05555555555555555,0.0,0.0,0.20101017956349335,19,19
1448,"They are judged on execution, difficulty and ""flight time,"" according to the official Olympic program.",-0.695115479805105,"['virallisen', 'olympialaisten', 'ohjelman', 'mukaan', 'heidät', 'arvioidaan', 'toteutuksen', 'vaikeuden', 'ja', 'lentoajan', 'perusteella']","['ne', 'arvioidaan', 'ja', 'työajan', 'virallinen', 'olympialaisten', 'ohjelmaan', 'mukaan']",0.36363636363636365,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2685420912477073,11,8
1449,"The coach did not explain the situation to the officials, because he was afraid of being exposed.",-1.11540086454531,"['valmentaja', 'ei', 'selittänyt', 'tilannetta', 'virkailijoille', 'koska', 'pelkäsi', 'paljastuvansa', 'lähde', 'kertoi']","['valmentaja', 'ei', 'selitä', 'tilannetta', 'virkamiehiä', 'koska', 'hän', 'pelkäsi', 'että']",0.5,0.1111111111111111,0.0,0.0,0.5555555555555556,0.125,0.0,0.0,0.18263693267632378,10,9
1450,Spain and Nigeria had to begin their Rio's basketball tournament early division match in an empty hall on Thursday.,0.295599900562725,"['espanja', 'ja', 'nigeria', 'joutuivat', 'aloittamaan', 'rion', 'koripalloturnauksen', 'alkulohkon', 'ottelunsa', 'tyhjässä', 'hallissa', 'torstaina']","['espanja', 'ja', 'nigeria', 'joutui', 'aloittamaan', 'oman', 'rio', 's', 'basketball', 'turnaus', 'jo', 'divisioonan', 'ottelussa', 'tyhjässä', 'salissa', 'torstaina']",0.5,0.18181818181818182,0.1,0.0,0.375,0.13333333333333333,0.07142857142857142,0.0,0.10757619307103548,12,16
1451,"Soon after, Scott Russel who was hosting CBC's broadcast apologized on-air for MacDonald's comment, saying: 'We apologize the comment on a swim performance made it to air.'",-0.3296499278571,"['pian', 'tämän', 'jälkeen', 'scott', 'russell', 'joka', 'juonsi', 'cbc', 'n', 'lähetystä', 'pyysi', 'suorassa', 'lähetyksessä', 'anteeksi', 'macdonaldin', 'kommenttia', 'sanoen', 'pahoittelemme', 'että', 'kommentti', 'uintisuorituksesta', 'joutui', 'lähetykseen']","['pian', 'sen', 'jälkeen', 'scott', 'russel', 'jotka', 'isännöivän', 'cbc', 'n', 'lähetyksessä', 'esittäneet', 'anteeksipyyntönne', 'ja', 'ilmaa', 'macdonald', 's', 'kommentti', 'anteeksi', 'että', 'kommentoisi', 'uivat', 'suorituksen', 'tehnyt', 'ilmaan']",0.391304347826087,0.09090909090909091,0.0,0.0,0.375,0.08695652173913043,0.0,0.0,0.2312100678298614,23,24
1452,Winter was photographed in Hollywood this week wearing hot pants that don’t leave much to the imagination.,-1.40035879932406,"['winter', 'kuvattiin', 'hollywoodissa', 'tällä', 'viikolla', 'minishortseissa', 'jotka', 'eivät', 'jätä', 'paljoa', 'mielikuvituksen', 'varaan']","['talvi', 'oli', 'valokuvasi', 'in', 'hollywood', 'hot', 'pants', 'pukeutunut', 'tällä', 'viikolla', 'että', 'älä', 'jätä', 'paljon', 'mielikuvitusta']",0.25,0.09090909090909091,0.0,0.0,0.2,0.07142857142857142,0.0,0.0,0.2684259561416612,12,15
1453,"Tanya Skeldon and her partner Shaun Trebilcock have been kicked out of the property in Saltash, Cornwall, after a long list of complaints against them.",-0.0675693267491467,"['tanya', 'keldon', 'ja', 'hänen', 'kumppaninsa', 'shaun', 'trebilcock', 'on', 'heitetty', 'ulos', 'cornwallin', 'saltashissa', 'sijaitsevasta', 'kiinteistöstä', 'sen', 'jälkeen', 'kun', 'heistä', 'oli', 'valitettu', 'lukuisia', 'kertoja']","['tanja', 'ja', 'hänen', 'kumppaninsa', 'skeldon', 'shaun', 'trebilcock', 'on', 'ajettu', 'pois', 'omaisuutta', 'saltash', 'cornwall', 'kun', 'pitkä', 'luettelo', 'valituksia', 'heitä', 'vastaan']",0.3181818181818182,0.19047619047619047,0.1,0.0,0.3684210526315789,0.2222222222222222,0.11764705882352941,0.0,0.1631939735736193,22,19
1454,"For many customers, a new Verb to get their old favorites is enough.",-1.38950002850631,"['monille', 'asiakkaille', 'riittää', 'että', 'he', 'saavat', 'vanhoja', 'suosikkejaan', 'uudessa', 'verbissä']","['monille', 'asiakkaille', 'uusi', 'verbi', 'saada', 'vanhan', 'favorites', 'riittää']",0.3,0.1111111111111111,0.0,0.0,0.375,0.14285714285714285,0.0,0.0,0.12492286484796261,10,8
1455,"The body found at the Westfield Mall Wednesday morning was identified as 28-year-old San Francisco resident Frank Galicia, the San Francisco Medical Examiner's Office said.",-0.073824041493497,"['ruumis', 'joka', 'löydettiin', 'westfield', 'mall', '-ostoskeskuksesta', 'keskiviikkoaamuna', 'tunnistettiin', '28-vuotiaaksi', 'sanfranciscolaiseksi', 'frank', 'galiciaksi', 'san', 'franciscon', 'kuolemansyyntutkijan', 'virastosta', 'sanottiin']","['ruumis', 'löytyy', 'westfield', 'mall', 'keskiviikkoaamuna', 'luokiteltiin', '28', 'vuotta', 'vanhan', 'san', 'franciscossa', 'asuva', 'frank', 'galicia', 'san', 'francisco', 'examiner', 'lääketieteellinen', 'toimisto', 'sanoi']",0.35294117647058826,0.0625,0.0,0.0,0.3,0.05263157894736842,0.0,0.0,0.1162381520510233,17,20
1456,"Rudolph W. Giuliani, the former New York City mayor who is one of Mr. Trump's most prominent surrogates, went to great lengths to defend the candidate in an interview with CNN on Thursday.",0.584013952012911,"['new', 'yorkin', 'entinen', 'pormestari', 'rudolph', 'w.', 'giuliani', 'joka', 'on', 'eräs', 'trumpin', 'huomattavimmista', 'kannattajista', 'näki', 'paljon', 'vaivaa', 'puolustaessaan', 'ehdokasta', 'cnn', 'n', 'haastattelussa', 'torstaina']","['rudolph', 'w.', 'giulianin', 'entinen', 'new', 'york', 'cityn', 'pormestari', 'joka', 'on', 'yksi', 'mr', 'trump', 's', 'kuuluisin', 'surrogates', 'meni', 'paljon', 'vaivaa', 'puolustaakseen', 'ehdokas', 'cnn', 'n', 'haastattelussa', 'torstaina']",0.5909090909090909,0.2857142857142857,0.1,0.05263157894736842,0.52,0.25,0.08695652173913043,0.045454545454545456,0.1234890133651571,22,25
1457,Stockmann axes up roughly 300 employees - the number of sales assistants stays the same,-0.220010262272699,"['stockmannilta', 'potkut', 'lähes', '300', 'lle', 'myyjiä', 'ei', 'vähennetä']","['stockmann', 'akselille', 'jopa', 'noin', '300', 'työntekijää', 'myynti', 'avustajien', 'määrä', 'pysyy', 'samana']",0.125,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.2820333217699688,8,11
1458,For example the patios had been built even though there were no proper permits yet.,0.730200172792113,"['muun', 'muassa', 'terassit', 'oli', 'rakennettu', 'vaikka', 'asianmukaisia', 'lupia', 'ei', 'vielä', 'ollut']","['esimerkiksi', 'patios', 'oli', 'rakennettu', 'vaikka', 'ei', 'ollut', 'asianmukaista', 'lupaa']",0.45454545454545453,0.2,0.1111111111111111,0.0,0.5555555555555556,0.25,0.14285714285714285,0.0,0.25385994666616346,11,9
1459,"Publishing recipes and articles in newspapers and magazines, they encouraged women to become ""budgeteers"" and rise to the challenge of transforming glop like creamed spaghetti with carrots into tasty dishes.",-0.439289593441502,"['julkaisten', 'reseptejä', 'ja', 'artikkeleita', 'sanoma-', 'ja', 'aikakauslehdissä', 'he', 'rohkaisivat', 'naisia', 'alkamaan', 'budjetoijiksi', 'ja', 'vastaamaan', 'haasteeseen', 'muuntaa', 'soseutetun', 'spagetin', 'ja', 'porkkanoiden', 'kaltaiset', 'möykyt', 'maistuviksi', 'annoksiksi']","['reseptejä', 'ja', 'julkaista', 'artikkeleita', 'sanoma-', 'ja', 'aikakauslehdet', 'he', 'kannustivat', 'naisia', 'ryhtymään', 'talousarviovastaavista', 'ja', 'vastata', 'haasteeseen', 'kuten', 'glop', 'creamed', 'spagettia', 'porkkanoita', 'mukaan', 'maukkaita', 'ruokia']",0.375,0.13043478260869565,0.045454545454545456,0.0,0.391304347826087,0.13636363636363635,0.047619047619047616,0.0,0.3115277627853371,24,23
1460,"Turku has a compact centre, short distances, and plenty of bikes available for the thieves.",-0.4307526500680179,"['turussa', 'on', 'tiivis', 'keskusta', 'lyhyet', 'etäisyydet', 'ja', 'paljon', 'pyöriä', 'tarjolla', 'varkaille']","['turku', 'on', 'tiivis', 'keskusta', 'lyhyet', 'etäisyydet', 'ja', 'paljon', 'polkupyöriä', 'että', 'rosvoja']",0.6363636363636364,0.6,0.5555555555555556,0.5,0.6363636363636364,0.6,0.5555555555555556,0.5,0.13716522978120027,11,11
1461,"After all, this meeting only happened because Mr Putin got the apology he demanded from President Erdogan.",-0.28431982685783,"['loppujen', 'lopuksi', 'tämä', 'tapaaminen', 'tapahtui', 'ainoastaan', 'siksi', 'että', 'putin', 'sai', 'vaatimansa', 'anteeksipyynnön', 'presidentti', 'erdoganilta']","['onhan', 'tämä', 'tapaaminen', 'tapahtui', 'vain', 'koska', 'putin', 'sai', 'anteeksipyynnön', 'hän', 'vaati', 'presidentti', 'erdogan']",0.5,0.23076923076923078,0.08333333333333333,0.0,0.5384615384615384,0.25,0.09090909090909091,0.0,0.16904541292756173,14,13
1462,Information beyond the borders of one's own department and of Finland is gathered with national cooperation.,-0.2898932999936239,"['valtakunnallisella', 'yhteistyöllä', 'kerätään', 'tietoa', 'oman', 'laitoksen', 'ja', 'suomen', 'rajojen', 'ulkopuolelta']","['tieto', 'rajojen', 'ulkopuolella', 'oma', 'osasto', 'ja', 'suomen', 'kansallisen', 'yhteistyön', 'kerätään']",0.4,0.1111111111111111,0.0,0.0,0.4,0.1111111111111111,0.0,0.0,0.1949436682358503,10,10
1463,She's selling pictures of Cindy Crawford's daughter she photographed to LOVE magazine.,-0.938963766373548,"['hän', 'myy', 'kuvia', 'cindy', 'crawfordin', 'tyttärestä', 'jotka', 'hän', 'otti', 'love', 'lehdelle']","['she', 's', 'myy', 'kuvia', 'cindy', 'crawfordin', 'tyttären', 'hän', 'valokuvasi', 'to', 'love', 'magazine']",0.5454545454545454,0.3,0.2222222222222222,0.125,0.5,0.2727272727272727,0.2,0.1111111111111111,0.1263882762926293,11,12
1464,"His body was shaking under the weight, until the judges approved of the jerk.",-0.351703592825116,"['kroppa', 'vapisi', 'painojen', 'alla', 'kunnes', 'tuomaristo', 'hyväksyi', 'noston']","['hänen', 'ruumiinsa', 'oli', 'vauhtia', 'painon', 'alla', 'kunnes', 'tuomarit', 'hyväksyivät', 'sen', 'polvet']",0.25,0.14285714285714285,0.0,0.0,0.18181818181818182,0.1,0.0,0.0,0.3465015163487486,8,11
1465,"There are a low of willing buyers, says Vanhanen.",-0.923528303690027,"['halukkaita', 'ostajia', 'on', 'paljon', 'vanhanen', 'sanoo']","['on', 'vähän', 'ja', 'halukkaita', 'ostajia', 'sanoo', 'vanhanen']",0.8333333333333334,0.2,0.0,0.0,0.7142857142857143,0.16666666666666666,0.0,0.0,0.027992680723977027,6,7
1466,"When lit, the condom bursts open with a bang, spraying a fine dust of chilli powder into the air.",-1.68532964529144,"['kun', 'kondomi', 'sytytetään', 'se', 'puhkeaa', 'pamahtaen', 'ja', 'purskauttaa', 'chilijauhepölyä', 'ilmaan']","['kun', 'valaistuja', 'kondomi', 'halkeaa', 'avoin', 'with', 'a', 'bang', 'ruiskutus', 'hieno', 'chilin', 'kanssa', 'jauhe', 'pölyä', 'ilmaan']",0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4471290020837968,10,15
1467,Dynamic on vault.,-0.4387456317618521,"['energinen', 'hypyissä']","['dynaaminen', 'hyppy', 'parissa']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8637898230740779,2,3
1468,"However because of Pokmeon's success there will be more games that combine apps and virtual reality with being active in the real world, helping many people on the hunt to be more active, fitter and healthier.",-0.0924722946702992,"['pokémonin', 'menestyksen', 'vuoksi', 'tulee', 'kuitenkin', 'muita', 'pelejä', 'jotka', 'yhdistävät', 'sovellukset', 'ja', 'virtuaalitodellisuuden', 'reaalimaailman', 'aktiivisuuteen', 'auttaen', 'monia', 'metsästäviä', 'ihmisiä', 'olemaan', 'aktiivisempia', 'paremmassa', 'kunnossa', 'ja', 'terveempiä']","['mutta', 'koska', 'pokmeon', 'menestys', 'tulee', 'lisää', 'sovelluksia', 'ja', 'pelejä', 'joita', 'yhdistää', 'virtuaalitodellisuuden', 'kanssa', 'ollut', 'aktiivinen', 'todellisessa', 'maailmassa', 'auttaa', 'monia', 'ihmisiä', 'metsästys', 'olla', 'aktiivisempia', 'terveempiä', 'ja', 'terveellisempää']",0.375,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,0.0,0.14266889823160814,24,26
1469,"The case dates back to 2013 when Gilead and Merck sued each other, claiming ownership of laboratory work underlying sofosbuvir, the active ingredient in Gilead's drugs.",0.4615650446761861,"['oikeusjuttu', 'juontuu', 'vuoteen', '2013', 'kun', 'gilead', 'ja', 'merck', 'haastoivat', 'toisensa', 'oikeuteen', 'gileadin', 'lääkkeiden', 'tehoaine', 'sofosbuvirin', 'pohjalla', 'olevan', 'laboratoriotyön', 'omistajuudesta']","['tapaus', 'juontaa', 'juurensa', 'vuoteen', '2013', 'jolloin', 'gilead', 'ja', 'merck', 'toisiaan', 'haastaa', 'oikeuteen', 'ja', 'väittää', 'omakseen', 'tutkimusmielessä', 'sofosbuvir', 'taustalla', 'gilead', 'on', 'huumeita']",0.3157894736842105,0.16666666666666666,0.058823529411764705,0.0,0.2857142857142857,0.15,0.05263157894736842,0.0,0.20988592053794827,19,21
1470,It doesn’t matter what other people say.,0.634701713221963,"['aivan', 'sama', 'mitä', 'muut', 'sanovat']","['se', 'ei', 'ole', 'väliä', 'mitä', 'muut', 'ihmiset', 'sanovat']",0.6,0.25,0.0,0.0,0.375,0.14285714285714285,0.0,0.0,0.09715018190034629,5,8
1471,Trump spokeswoman Hope Hicks didn't immediately return a message seeking comment.,-1.3093495893291498,"['trumpin', 'edustaja', 'hope', 'hicks', 'ei', 'vastannut', 'kommenttipyyntöön', 'välittömästi']","['trump', 'väistyä', 'hope', 'hicks', 'hyötyisi', 'välittömästi', 'palautettava', 'viesti', 'etsivät', 'kommentti']",0.375,0.14285714285714285,0.0,0.0,0.3,0.1111111111111111,0.0,0.0,0.20234015662425764,8,10
1472,He has also played for the Estonian national team.,1.21432353663737,"['hän', 'on', 'pelannut', 'myös', 'viron', 'maajoukkueessa']","['hän', 'on', 'myös', 'pelannut', 'viron', 'maajoukkueen']",0.8333333333333334,0.2,0.0,0.0,0.8333333333333334,0.2,0.0,0.0,0.027947420691263773,6,6
1473,"Criminal and antisocial behaviour will never be tolerated by Devon and Cornwall Police, who will continue to work with partners to protect our communities.",-0.0580735060509005,"['devonin', 'ja', 'cornwallin', 'poliisi', 'ei', 'koskaan', 'tule', 'sietämään', 'rikollista', 'ja', 'antisosiaalista', 'käytöstä', 'poliisi', 'jatkaa', 'työtä', 'yhteistyökumppaneidensa', 'kanssa', 'suojellakseen', 'yhteisöjämme']","['rikos-', 'ja', 'epäsosiaalinen', 'käyttäytyminen', 'ei', 'koskaan', 'suvaita', 'devonin', 'ja', 'cornwallin', 'poliisi', 'joka', 'työskentelee', 'edelleen', 'yhteistyökumppaneiden', 'kanssa', 'suojellakseen', 'yhteisöissämme']",0.47368421052631576,0.2777777777777778,0.11764705882352941,0.0625,0.5,0.29411764705882354,0.125,0.06666666666666667,0.2575456401799672,19,18
1474,Russia's Putin sacks chief of staff Sergei Ivanov,0.235556580723315,"['venäjän', 'putin', 'erottaa', 'esikuntapäällikkö', 'sergei', 'ivanovin']","['venäjän', 'putinin', 'säkit', 'henkilöstöpäällikkö', 'sergei', 'ivanov']",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.21871345892114682,6,6
1475,"""In the North Sea and right across the country, we need an economy that works for the many and not just the few,"" he said in a statement.",-0.7316620349999051,"['tarvitsemme', 'talouden', 'joka', 'toimii', 'monille', 'eikä', 'vain', 'harvoille', 'niin', 'pohjanmerellä', 'kuin', 'koko', 'maassa', 'hän', 'sanoi', 'lausunnossa']","['pohjanmerellä', 'ja', 'kaikkialla', 'maassa', 'on', 'talous', 'joka', 'toimii', 'monille', 'eikä', 'vain', 'harvoille', 'hän', 'sanoi', 'lausunnossaan']",0.625,0.4,0.2857142857142857,0.23076923076923078,0.6666666666666666,0.42857142857142855,0.3076923076923077,0.25,0.03026565028653951,16,15
1476,"The moves follows speculation about the future of the plant for several years now, initially in the wake of the strong Australian dollar and more recently due to the price for the output from the plant.",-0.256556817467499,"['toimenpide', 'seuraa', 'nyt', 'jo', 'useita', 'vuosia', 'kestänyttä', 'spekulointia', 'tehtaan', 'tulevaisuudesta', 'joka', 'alkoi', 'seurauksena', 'vahvasta', 'australian', 'dollarista', 'ja', 'on', 'viime', 'aikoina', 'johtunut', 'tehtaan', 'tuotannon', 'hinnasta']","['siirtyminen', 'tapahtui', 'spekulaatiot', 'laitoksen', 'tulevaisuus', 'usean', 'vuoden', 'ajan', 'aluksi', 'jälkimainingeissa', 'vahva', 'australian', 'dollari', 'ja', 'hiljattain', 'syynä', 'hinnan', 'voimalan', 'tuotto']",0.08333333333333333,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.22902385026142086,24,19
1477,"When the market opened, the terminals were all blinking red.",0.437827731233709,"['kun', 'markkinat', 'aukesivat', 'näyttöpäätteet', 'vilkkuivat', 'pelkkää', 'punaista']","['kun', 'markkinat', 'avattiin', 'terminaalit', 'olivat', 'kaikki', 'blinking', 'punainen']",0.2857142857142857,0.16666666666666666,0.0,0.0,0.25,0.14285714285714285,0.0,0.0,0.38683052685331193,7,8
1478,"According to YouGov, the much talked-about record resurgence is driven not by a boom in millennials who want to embrace the novelty of a physical item, but by midlife nostalgia.",-1.59147507031625,"['yougovin', 'mukaan', 'paljon', 'puhuttu', 'levyjen', 'uusi', 'tuleminen', 'ei', 'johdu', 'siitä', 'että', 'yhä', 'useammat', 'tällä', 'vuosituhannella', 'syntyneet', 'innostuvat', 'fyysisten', 'esineiden', 'uutuudenviehätyksestä', 'vaan', 'keski', 'iän', 'kaihosta']","['yougov', 'mukaan', 'paljon', 'puhuttua', 'uutta', 'ennätystä', 'ei', 'vaikuta', 'merkittävästi', 'y', 'sukupolvi', 'jotka', 'haluavat', 'omaksua', 'uutta', 'fyysistä', 'mutta', 'midlife', 'nostalgiaa']",0.125,0.043478260869565216,0.0,0.0,0.15789473684210525,0.05555555555555555,0.0,0.0,0.344892387677493,24,19
1479,"In a letter to members released on Twitter on Thursday night, the JDC's chair Ellen McCourt said the government had remained ""persistently silent"" on issues which, she said, had resulted in the contract being rejected.",-1.39572167913344,"['torstai', 'iltana', 'twitterin', 'kautta', 'julkaistussa', 'kirjeessään', 'jäsenille', 'jdc', 'n', 'puheenjohtaja', 'ellen', 'mccourt', 'sanoi', 'että', 'hallitus', 'oli', 'pysytellyt', 'itsepintaisen', 'hiljaisena', 'kysymyksistä', 'jotka', 'hänen', 'mukaansa', 'johtivat', 'sopimuksen', 'hylkäämiseen']","['kirjeessä', 'jäsentä', 'vapautettiin', 'twitterissä', 'torstaina', 'illalla', 'jdc', 'tuoli', 'ellen', 'mccourt', 'sanoi', 'että', 'hallitus', 'olisi', 'pysynyt', 'asioista', 'jotka', 'itsepintaisesti', 'hiljaa', 'hän', 'sanoi', 'oli', 'johtanut', 'sopimus', 'hylätään']",0.3076923076923077,0.16,0.125,0.08695652173913043,0.32,0.16666666666666666,0.13043478260869565,0.09090909090909091,0.12076668853960379,26,25
1480,Monday’s story about Helen Skelton (on the right) is one of the most read ones on the Iltalehti website this week.,-0.939832915244788,"['helen', 'skeltonista', 'oik', 'maanantaina', 'tehty', 'juttu', 'on', 'tämän', 'viikon', 'luetuimpia', 'iltalehden', 'verkkosivuilla']","['maanantain', 'tarinaansa', 'helen', 'skelton', 'oikealla', 'on', 'yksi', 'kaikkein', 'lue', 'sellaisia', 'että', 'iltalehti', 'verkkosivut', 'tällä', 'viikolla']",0.16666666666666666,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.27864002737363824,12,15
