,source,z-score,pt,ref,1gram-precision,2gram-precision,3gram-precision,4gram-precision,1gram-recall,2gram-recall,3gram-recall,4gram-recall,wmdist,pt_len,ref_len
2016,"He also said that this time a total of 24 teams participated in ""climbing competition"", which is not only organized by communities, but also in combination with schools and attended by students.",0.902988068199108,"['他', '也', '表示', '这次', '个', '其中', '不仅', '有', '还', '与', '一些', '让']","['他', '还', '这', '一', '个', '了', '这', '不仅', '是', '由', '的', '而且', '还', '与', '结合', '由']",0.4166666666666667,0.09090909090909091,0.0,0.0,0.3125,0.06666666666666667,0.0,0.0,0.7945511486132277,12,16
2017,"Even if Wade is still one of the league's best linebacker, his performance in the Bulls is not so good as that of the Heat.",0.0269380761757741,"['即便', '仍', '是', '最好', '的', '之一', '但是', '他', '在', '的', '应该', '不', '会', '有', '那么', '好', '了']","['即使', '仍然', '是', '最好', '的', '之一', '他', '在', '的', '并不', '像']",0.4117647058823529,0.3125,0.2,0.07142857142857142,0.6363636363636364,0.5,0.3333333333333333,0.125,0.6330485123858022,17,11
2018,"In order to fill the short board, on the one hand, the relevant departments shall take full account of the layout of the stadium at urban planning.",0.437645973441543,"['为了', '一方面', '在', '进行', '要', '充分', '考虑', '到', '的']","['为', '有关', '充分', '考虑', '到', '的']",0.4444444444444444,0.375,0.2857142857142857,0.16666666666666666,0.6666666666666666,0.6,0.5,0.3333333333333333,0.6820744546579545,9,6
2019,"The attending leaders awarded together for the second batch of ""Love Yuanshan"" Leifeng private fleet.",-0.941327704481595,"['共同', '为', '第二']","['第二', '的', '的', '共同']",0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6564753630472516,3,4
2020,"Previously, the China Strategy and Culture Promotion Council released the Japanese military assessment report on June 5, 2012, July 19, 2013, July 23, 2014 and June 30, 2015.",0.234854163570276,"['先后', '于', '过']","['和', '促进', '于', '了']",0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.9461297440083741,3,4
2021,"Though they were the two pulling on the oars, there were three voices in that boat, the echo of coach Robin Williams ever present as they powered to a second successive Olympic gold in the women's pairs, the first females in the annals of British sport to scale such a height.",-0.753015903130223,"['虽然', '的', '只有', '她们', '人', '但', '还有', '一个', '人', '的', '一直', '着', '她们', '第二', '对', '达到', '这', '一', '的']","['虽然', '他们', '是', '个', '但', '在', '那', '有', '三', '个', '的', '在', '的', '他们', '是', '的', '上', '的']",0.2631578947368421,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.8698974528522359,19,18
2022,"He said in the video, the attack will occur within 72 hours, and in the rush hour.",0.935741123152348,"['他', '在', '表示', '将', '在', '内', '而且', '是', '在']","['他', '在', '将', '在', '内', '在']",0.6666666666666666,0.375,0.14285714285714285,0.0,1.0,0.6,0.25,0.0,0.4411866372832646,9,6
2023,"Criminal and antisocial behaviour will never be tolerated by Devon and Cornwall Police, who will continue to work with partners to protect our communities.",1.04131175115016,"['与', '与', '行为', '他们', '将', '继续', '我们', '的']","['和', '不', '会', '和', '行为', '他们', '将', '继续', '与', '我们', '的']",0.875,0.5714285714285714,0.3333333333333333,0.2,0.6363636363636364,0.4,0.2222222222222222,0.125,0.42634378869811007,8,11
2024,Covitova will compete with Pugue for a final coupon and another final seat will be produced between Keith and Kobel.,-1.07965138743265,"['将', '与', '一', '的', '而', '另外', '一个', '将', '在', '和', '产生']","['将', '与', '最后', '一', '另', '一个', '最后', '一个', '将', '在', '和']",0.6363636363636364,0.4,0.2222222222222222,0.125,0.6363636363636364,0.4,0.2222222222222222,0.125,0.4436725940172663,11,11
2025,"""I used to make clothes and do some sowing jobs. Binbin picked up some scraps to make her own dolls.""",-0.279253344847504,"['原来', '我', '会', '在', '就', '会', '一些', '边', '自己']","['我', '曾经', '一些', '的', '一些', '来', '自己', '的']",0.3333333333333333,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.8308536674529665,9,8
2026,"""Although the Nanhu Park rescue team is very professional, we still hope that the majority of rowing tourists can wear life jackets and stay away from illegal activities on the lake to play safely"" Zheng Jianjun said.",-0.553354469916791,"['虽说', '非常', '但', '仍', '广大', '的', '能', '在', '不要', '行动', '安全']","['虽然', '非常', '但', '我们', '仍然', '大多数', '可以', '在', '的']",0.36363636363636365,0.1,0.0,0.0,0.4444444444444444,0.125,0.0,0.0,0.7137919054122899,11,9
2027,That's what I call this year's Women's Olympic Gymnastics Team and for more reasons than one.,0.718556490931038,"['我', '就是', '这样', '今年', '的', '的', '不止', '一个']","['是', '我', '所', '的', '今年', '的', '还有', '更', '多', '的']",0.5,0.14285714285714285,0.0,0.0,0.4,0.1111111111111111,0.0,0.0,0.6302192285460773,8,10
2028,"The incident was described in a lawsuit filed on Wednesday in state court in Charlotte by Vincent Bordini, a former software trainer for the state campaign.",-1.12051040925249,"['的', '在', '的', '上', '了', '该']","['这', '一', '在', '在', '的', '的', '一', '他', '是', '的']",0.5,0.2,0.0,0.0,0.3,0.1111111111111111,0.0,0.0,0.6903873663442346,6,10
2029,"Fortunately, the US military force had started the study of solar activities and its electromagnetic interference to the Earth since the 1950s, it ultimately stopped this potential military conflict.",0.4880170193459501,"['的', '是', '从', '就', '开始', '的', '及其', '对', '的', '了', '这', '的']","['的', '是', '自', '以来', '就', '开始', '及其', '对', '的', '了', '这', '一', '的']",0.8333333333333334,0.5454545454545454,0.3,0.2222222222222222,0.7692307692307693,0.5,0.2727272727272727,0.2,0.28928805243956623,12,13
2030,"Sir Eric said: ""Last year's court ruling in Tower Hamlets was a wake-up call.",-1.72516190787089,"['对', '给', '大家', '了']","['在', '的', '是', '一个', '之后']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2422444181017758,4,5
2031,"However, from Junichiro Koizumi, who was Japan's prime minister 10 years ago, to the present Abe, Japan has repeatedly launched the ""sprint"" scheme. However, all schemes were abandoned eventually.",0.395801230711915,"['不过', '从', '的', '到', '后', '的', '曾', '多次', '的', '却', '均']","['然而', '从', '到', '目前', '的', '但是', '所有', '的', '都', '被', '了']",0.36363636363636365,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.7614774548815728,11,11
2032,"In mid-August, the Standing Committee will organize two research groups to conduct research in some cities to prepare for the special inquiry.",0.4880170193459501,"['将', '个', '部分', '开展', '为', '准备']","['在', '将', '个', '在', '一些', '进行', '为', '准备']",0.6666666666666666,0.4,0.0,0.0,0.5,0.2857142857142857,0.0,0.0,0.6371960102505395,6,8
2033,We had a good start and at the same time we weren't looking to do anything amazing.,1.09692000886328,"['我们', '有', '一个', '很', '好的', '开始', '同时', '我们', '并没有', '着', '什么', '的', '大事']","['我们', '有', '一个', '良好', '的', '同时', '我们', '也', '不', '任何', '的']",0.46153846153846156,0.25,0.09090909090909091,0.0,0.5454545454545454,0.3,0.1111111111111111,0.0,0.6316429240712246,13,11
2034,"Therefore, the detection or manned landing on the Mars for research can help propose a pre-arranged planning to prevent the earth from becoming the second Mars which is difficult for human beings to inhabit.",0.255288586935555,"['因此', '或', '进行', '可以', '为', '防止', '变成', '的', '第二', '个']","['因此', '或', '进行', '可以', '帮助', '一', '种', '的', '以', '防止', '成为', '第二', '个', '的']",0.8,0.4444444444444444,0.25,0.14285714285714285,0.5714285714285714,0.3076923076923077,0.16666666666666666,0.09090909090909091,0.4756012980697116,10,14
2035,"Although the total value of imports and exports fell year on year, the export data enjoyed growth. This is the fifth consecutive month for export to achieve growth since March this year.",0.721401689798456,"['尽管', '但', '出现', '了', '这', '也', '是', '自', '今年', '以来', '实现', '个']","['虽然', '的', '但', '仍', '有', '今年', '以来', '个']",0.3333333333333333,0.09090909090909091,0.0,0.0,0.5,0.14285714285714285,0.0,0.0,0.7188649007248531,12,8
2036,"Zhushuihe Channel Upgrade Renovation Project is the first project adopting the mode of ""government + market"" for the infrastructure construction of river and ports within Shandong province. The government accounts for the major part of investment while social fund supplements the funding gap.",0.8842011965433191,"['是', '个', '的', '的']","['是', '个', '的', '的', '主要', '部分', '而', '则']",1.0,1.0,1.0,1.0,0.5,0.42857142857142855,0.3333333333333333,0.2,0.5993240667650699,4,8
2037,"Animal rescue center, ornithologist and a US 3D printing company worked together to prepare several ""test beak"" for Gracia and finally built a ""perfect beak"" for it.",0.8842011965433191,"['和', '为', '了', '个', '最', '它', '的']","['和', '共同', '为', '准备', '了', '几', '个', '最后', '为', '它', '了', '的']",0.8571428571428571,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4890300134205519,7,12
2038,The network was also quick to apologize and released a statement.,1.09692000886328,"['该', '也', '了', '并', '了']","['该', '也', '迅速', '并', '了', '一']",0.8,0.5,0.0,0.0,0.6666666666666666,0.4,0.0,0.0,0.40940582723563146,5,6
2039,"It is reported that, despite the international economic downturn, the devaluation of the Russian ruble and overseas remittance reduction and a series of other adverse external factors, 6% growth was still achieved in the economy development of Tajikistan in 2015.",0.784296326920629,"['据悉', '尽管', '受到', '了', '以及', '等', '的', '但是', '的', '还是', '实现', '了', '的']","['据', '尽管', '另', '一', '其他', '的', '在', '的', '仍', '有', '的']",0.3076923076923077,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.8189193180170518,13,11
2040,Liu Yu forcefully tackled and intruded Egor Krimets. He and the exciting Wang Dong got the yellow card.,-0.768964769699802,"['他', '与', '的', '到']","['有力', '地', '了', '他', '和', '人', '的', '获得', '了']",0.5,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.9903863219252669,4,9
2041,One said: 'They didn't care about anybody.',0.9328454393880592,"['一', '他们', '任何', '人']","['一个', '人', '他们', '不', '任何', '人']",0.75,0.3333333333333333,0.0,0.0,0.5,0.2,0.0,0.0,0.49000715626394054,4,6
2042,"Reid said Republicans who are blocking Garland's nomination are ""minions"" and ""enablers"" of Republican presidential candidate Donald Trump.",0.791834664407412,"['的', '是', '的', '与']","['的', '是', '的', '和']",0.75,0.6666666666666666,0.5,0.0,0.75,0.6666666666666666,0.5,0.0,0.2794312249457836,4,4
2043,All information about the so-called over-medical treatment reported by Lan Yuefeng to the media do not have any evidence support.,0.5365781474058889,"['向', '的', '各种', '所谓', '的', '均', '没有']","['所有', '向', '的', '关于', '所谓', '的', '的', '所有', '都', '没有', '任何']",0.7142857142857143,0.3333333333333333,0.0,0.0,0.45454545454545453,0.2,0.0,0.0,0.5359501242768305,7,11
2044,"The answer he got there, Lanzmann wrote ""shocked him.""",-0.0191698181412435,"['在', '表示', '他', '在', '得到', '的', '他']","['他', '在', '那里', '的', '是', '了', '他']",0.5714285714285714,0.16666666666666666,0.0,0.0,0.5714285714285714,0.16666666666666666,0.0,0.0,0.5561480409078938,7,7
2045,"She said, ""It is quite pleasant to see sizable and organized ancestor worship ceremony in such a busy financial metropolis of Hong Kong"".",0.995203856833144,"['她', '在', '这么', '的', '还', '能', '看到', '这么', '有', '有', '的', '的']","['她', '在', '如此', '的', '看到', '的', '有', '的', '是', '很', '的']",0.5833333333333334,0.18181818181818182,0.0,0.0,0.6363636363636364,0.2,0.0,0.0,0.4709771875260586,12,11
2046,"Shell, for its part, has trimmed thousands of people from its payroll and announced plans to leave oil and gas operations in up to 10 countries as it streamlines its operations in the wake of its mega-merger with British energy company BG Group.",-0.230316467858238,"['已', '了', '并且', '宣布', '个', '的', '因为', '在', '与', '后', '需要', '其']","['就', '其', '而言', '已经', '人', '并', '宣布', '将', '和', '个', '因为', '它', '在', '与', '后', '了', '其']",0.6666666666666666,0.18181818181818182,0.1,0.0,0.47058823529411764,0.125,0.06666666666666667,0.0,0.611224446085667,12,17
2047,"Russian gymnast Aliya Mustafina, with her large, expressive eyes, has been said to be a dead ringer for Cuban-American singer Gloria Estefan.",-1.17186717606668,"['着', '一', '会', '的', '大', '的', '被']","['她', '的', '大', '的', '被', '了', '的']",0.5714285714285714,0.5,0.4,0.25,0.5714285714285714,0.5,0.4,0.25,0.5597204642045187,7,7
2048,Mr McEwan was interviewed during a tour of customers and staff in Inverness-shire.,0.953836346203631,"['先生', '曾', '在', '因', '与', '的', '之']","['先生', '在', '的', '和', '了']",0.42857142857142855,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7147371922567737,7,5
2049,Clinton's campaign has released tax returns going back to 2007.,0.085916034621908,"['所', '的', '最', '的', '为']","['的', '已', '于', '了']",0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.9914149543123365,5,4
2050,"She ranked first in the table tennis for 8 years to maintain the world's first and is a female athlete to rank as the ""the world's first"" for the longest time in the history of table tennis.",0.3496933363948969,"['她', '在', '8', '保持', '是', '上', '最', '的']","['她', '在', '以', '保持', '的', '是', '一', '在', '上', '最', '的', '是']",0.875,0.42857142857142855,0.16666666666666666,0.0,0.5833333333333334,0.2727272727272727,0.1,0.0,0.359449397333524,8,12
2051,"In the morning of 12th day of the month, Liu Cigui presided over a symposium, listened to the report of the progress of the pilot project of ""Double Restoration and Dual City"" and the suggestions and comments of the relevant departments.",-0.295817184043349,"['召开', '了', '的', '及', '各', '有关', '的']","['了', '一', '了', '与', '的', '以及', '有关', '的', '和']",0.5714285714285714,0.16666666666666666,0.0,0.0,0.4444444444444444,0.125,0.0,0.0,0.6471716548225825,7,9
2052,"According to Sun Ze, it must rely on the detector to complete the entire process because the distance between the Earth and the Mars is quite large.",-0.7312191321494069,"['由于', '与', '整个', '无法', '由', '所以', '必须', '依靠', '完成']","['根据', '它', '必须', '依靠', '完成', '整个', '因为', '与', '的', '相当', '大']",0.5555555555555556,0.25,0.14285714285714285,0.0,0.45454545454545453,0.2,0.1111111111111111,0.0,0.6246800745502704,9,11
2053,And the introduction of Yang Wei and Li Xiaopeng at the variety show is always Olympic Games Champion.,-1.66782166362321,"['即使', '是', '这样', '的', '普通', '他们', '更', '多', '的', '还是', '他们', '在', '上', '的']","['而', '和', '在', '的', '是']",0.21428571428571427,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8547282667791368,14,5
2054,"Showing some culinary solidarity of their own, they met a reporter for dinner at Eisenberg's Sandwich Shop, a tiny no-frills lunch counter in the Flatiron district that has been in business since the year of the crash, 1929.",-0.429998465985183,"['在', '了', '一些', '方面', '的', '共同', '后', '他们', '在', '的', '遇到', '了', '一', '这个', '的', '自', '一直', '到', '现在']","['在', '的', '他们', '遇到', '了', '一', '的', '一个', '小', '不', '的', '从', '的', '一', '起', '就', '开始', '了']",0.47368421052631576,0.16666666666666666,0.058823529411764705,0.0,0.5,0.17647058823529413,0.0625,0.0,0.6068974923034404,19,18
2055,"Recently, the suspect involved was transferred by Xuhui Public Security Bureau to Xuhui District Procuratorate for prosecution.",0.6263407022970029,"['该', '已', '被']","['最近', '被', '给']",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.8643170092443034,3,3
2056,"Helima Croft, head of commodity strategy at Royal Bank of Canada, said OPEC changed the market sentiment by releasing signals that they would make an agreement.",0.7307841655845929,"['表示', '通过', '他们', '将', '的', '来', '的']","['的', '了', '表明', '他们', '将']",0.42857142857142855,0.16666666666666666,0.0,0.0,0.6,0.25,0.0,0.0,0.6500865425424825,7,5
2057,Vatemo Ravouvou then burst through some more limp GB tackling and stormed to the line to score.,-1.45212932055087,"['然后', '的', '得']","['然后', '了', '一些', '的', '了']",0.6666666666666666,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.7482523810355022,3,5
2058,"According to the forecast of Ministry of Trade and Economic Development, the country's economic growth will reach 7%, while the country's inflation is basically above this level.",0.902988068199108,"['根据', '和', '的', '的', '将', '达到', '而', '的', '也', '基本', '是', '在', '这', '一']","['根据', '和', '的', '的', '将', '达到', '而', '的', '基本', '这', '一']",0.7857142857142857,0.6153846153846154,0.5,0.45454545454545453,1.0,0.8,0.6666666666666666,0.625,0.2716628923329056,14,11
2059,And Snapchat's huge audience of younger people - who are more racially diverse than their older counterparts - might mean that they are even more likely to expect sensitivity.,-0.133085650393021,"['的', '由于', '比', '更加', '的', '因此', '可能', '会', '十分']","['而', '的', '广大', '比', '他们', '的', '更', '多', '的', '可能', '他们', '更', '有', '可能']",0.4444444444444444,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.6887221024504877,9,14
2060,"At the 2000 Sydney Olympic Games, the already 21-year-old Liu Xuan came to the end of athlete career.",-0.6646803385794899,"['但', '需要', '看看', '自己', '和', '这些', '是', '不是', '了', '的', '呢']","['在', '的', '上', '已', '有', '的', '到', '了', '的']",0.18181818181818182,0.1,0.0,0.0,0.2222222222222222,0.125,0.0,0.0,1.0304525832353322,11,9
2061,"The couple had three sons who lived at the property intermittently and police say the reign of terror the family inflicted included fighting in the street with baseball bats, intimidating nearby residents, drug use, drug dealing and excessive shouting, arguing and swearing.",0.902988068199108,"['这', '对', '有', '三', '个', '他们', '会', '不时', '在', '这里', '表示', '这', '人家', '的', '行为', '使用', '在', '附近', '以及']","['这', '对', '有', '三', '个', '不时', '地', '在', '上', '的', '用', '在', '战斗', '附近', '和']",0.5263157894736842,0.2222222222222222,0.17647058823529413,0.125,0.6666666666666666,0.2857142857142857,0.23076923076923078,0.16666666666666666,0.5628671999658098,19,15
2062,"It could be telling that after almost three hours of initial talks, the two presidents told a press conference that they hadn't even touched on the topic.",0.902988068199108,"['可以', '到', '的', '是', '在', '经过', '近', '三', '个', '的', '后', '在', '上', '表示', '那个']","['可以', '在', '近', '三', '个', '的', '之后', '在', '上', '他们', '甚至', '没有', '这个']",0.5333333333333333,0.2857142857142857,0.15384615384615385,0.08333333333333333,0.6153846153846154,0.3333333333333333,0.18181818181818182,0.1,0.5467285649833171,15,13
2063,"After complaining to local and regional campaign leadership, Bordini learned that at least four other people had experience the same thing with Phillip, according to the filing.",0.589095898227724,"['在', '向', '当地', '和', '后', '从', '了解', '到', '还有', '四', '个人', '了', '相同', '的']","['在', '向', '当地', '和', '的', '后', '有', '四', '个人', '与', '有', '相同', '的']",0.6428571428571429,0.38461538461538464,0.16666666666666666,0.09090909090909091,0.6923076923076923,0.4166666666666667,0.18181818181818182,0.1,0.4399321011136082,14,13
2064,"Recently, Hebei Cixiao Fund sent a 16,000-yuan relief sent to six families who lost their relatives in Xiaozuo, Taitou and Guiquan Village of Jinjing County.",-0.25258733428672,"['将', '等']","['最近', '向', '在', '和', '失去', '的', '六', '个', '了', '的']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3502945338690877,2,10
2065,Not the only one: One Twitter user was very pleased that others also saw the similaritiest,0.0095969691422974,"['不是', '的', '一个', '一', '很', '地', '也', '看到', '了', '这些', '相似', '之']","['不是', '的', '一个', '一个', '很', '高兴', '也', '看到', '了']",0.5833333333333334,0.36363636363636365,0.2,0.0,0.7777777777777778,0.5,0.2857142857142857,0.0,0.47910686198955027,12,9
2066,Imagine eating enough peanuts to serve as your dinner.,-0.7004693709801321,"['一下', '你', '的', '都', '是']","['一下', '的', '来', '你', '的']",0.6,0.25,0.0,0.0,0.6,0.25,0.0,0.0,0.5163752641635418,5,5
2067,"At 8 am on August 11, Qilu Evening News reporter follows the ""Health Chinese"" clinic service group to go to Hegou village, West Lake Township, Donggang District.",0.670527904343838,[],['在'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0,1
2068,It is reported that the local fire brigade spent an hour and 45 minutes to put out the fire and residents of the nearby buildings were allowed to return in a few hours.,0.9244271819419092,"['据悉', '当地', '了', '1', '才', '附近', '的', '在', '几', '后']","['据', '当地', '了', '一', '的', '附近', '的', '在', '几', '内']",0.6,0.4444444444444444,0.25,0.14285714285714285,0.6,0.4444444444444444,0.25,0.14285714285714285,0.48790981223444957,10,10
2069,"If the employing unit refuses to pay the high temperature allowance, the laborer may lodge a complaint with the competent department of human resources social security at the county level or above.",0.252056194525892,"['有', '不', '的', '可', '向', '以上']","['的', '可以', '向', '以上']",0.5,0.2,0.0,0.0,0.75,0.3333333333333333,0.0,0.0,0.5829608692023399,6,4
2070,"As he said, it was touch and go.",-0.1961911304181189,"['正如', '他', '所', '随时', '可能']","['正如', '他', '所', '的', '它', '是', '的']",0.6,0.5,0.3333333333333333,0.0,0.42857142857142855,0.3333333333333333,0.2,0.0,0.7130874948420736,5,7
2071,"We're all witnessing engineering on a truly epic scale on this project, with over 30,000 tonnes of concrete and steel used just to build this part of the bridge.",0.494802479600345,"['我们', '都', '了', '在', '如此', '上', '的', '光是', '该', '的', '这', '一', '就', '使用', '了', ',', '和']","['我们', '都', '在', '这', '一', '上', '看到', '了', '一个', '真正', '的', '有', '的', '和', '来', '这', '的']",0.5882352941176471,0.125,0.0,0.0,0.5882352941176471,0.125,0.0,0.0,0.5114689874791973,17,17
2072,"After getting the third championship ring, only Jabbar, Jordan and Russell won more regular MVP than that of James, while Jordan was the only one who had more FMVP than that of James.",0.805211894262207,"['在', '得到', '了', '之后', '只有', '和', '比', '了', '更', '多', '的', '而', '是', '比', '的', '人']","['在', '获得', '个', '后', '只有', '和', '比', '获得', '更', '多', '的', '经常', '而', '是', '比', '更', '有', '的', '人']",0.75,0.4666666666666667,0.21428571428571427,0.0,0.631578947368421,0.3888888888888889,0.17647058823529413,0.0,0.443592410676533,16,19
2073,"While Biles insisted she's never looked ahead during her long run at the top, that's not exactly true.",-0.420314792890124,"['尽管', '自己', '在', '的', '并没有', '但', '不', '完全', '是', '这样', '的']","['虽然', '坚持', '她', '不', '会', '在', '在', '但', '这', '并不', '是']",0.36363636363636365,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.7013487896346022,11,11
2074,"Among them, the export was valued 1.22 trillion yuan, up 2.9%; the import was valued 873 billion yuan, down 5.7%; trade surplus was valued 342.8 billion yuan, an increase of 34%.",0.8123653507059059,"['其中', '2', '扩大']","['其中', '7', '为', '了']",0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.8586965758206238,3,4
2075,"At present, at least 28 provinces in the country have clearly defined the standard of the allowance, but the standards issued by provinces and municipalities are not the same, and people in Chongqing receive the allowance based on the count of high-temperature working days.",0.865752877289263,"['目前', '已', '有', '个', '明确', '了', '不过', '的', '并不', '一样', '而', '则', '是', '按', '的']","['目前', '有', '个', '明确', '规定', '了', '但', '的', '并不', '相同', '根据']",0.4666666666666667,0.21428571428571427,0.07692307692307693,0.0,0.6363636363636364,0.3,0.1111111111111111,0.0,0.5786844372692551,15,11
2076,"Pang Zhihao said, in general, the way to detect the Mars is similar to the way to detect the moon. The entire process is also ""surrounding, landing, patrolling and returning"" to achieve the goal of manned landing on the Mars.",0.8769368780776851,"['来讲', '的', '与', '的', '相似', '也', '是', '实现', '的']","['的', '与', '的', '相似', '整个', '也', '是', '周围', '和', '以', '实现', '的']",0.8888888888888888,0.625,0.2857142857142857,0.16666666666666666,0.6666666666666666,0.45454545454545453,0.2,0.1111111111111111,0.4096374307110339,9,12
2077,Rubbish and old toys have been thrown down the overgrown side of the council house,-1.87711859895816,"['和', '被', '该', '的', '一边']","['和', '被', '的']",0.6,0.25,0.0,0.0,1.0,0.5,0.0,0.0,0.5307500749121142,5,3
2078,"""At present, there are two tourist police beginning to learn Chinese and they can speak fluently. We have to continue to improve their Chinese level,"" Lysakov said.",-0.8685621178341341,"['目前', '有', '开始', '已经', '得', '了', '我们', '还要', '继续', '他们', '的']","['目前', '有', '个', '开始', '他们', '可以', '地', '我们', '必须', '继续', '的']",0.6363636363636364,0.1,0.0,0.0,0.6363636363636364,0.1,0.0,0.0,0.43935966969404466,11,11
2079,Russia could claim a victory of sorts.,-1.4288712740141498,"['可以', '宣布', '了']","['可以', '主张', '各种']",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.8818234491107896,3,3
2080,"According to reports, this fall, the Bundesliga ambassador Lyman and Matthaeus will represent the Bundesliga in Asia and the America to continue the legendary tour and start outpost for the opening ceremony of the 2016/17 German Bundesliga season.",-1.85148889908775,"['据', '今年', '和', '将', '在', '和', '之', '为', '的']","['据', '今年', '和', '将', '和', '的', '继续', '进行', '之', '并', '为', '的']",0.8888888888888888,0.5,0.2857142857142857,0.16666666666666666,0.6666666666666666,0.36363636363636365,0.2,0.1111111111111111,0.4003418521388434,9,12
2081,The move follows the decision of the Victoria government earlier this year to not extend subsidies provided to keep the plant in operation.,1.14855084441391,"['这', '一', '在', '决定', '不', '继续', '的', '之后']","['这', '一', '是', '根据', '今年', '的', '决定', '即', '不', '的', '以', '保持', '的']",0.625,0.14285714285714285,0.0,0.0,0.38461538461538464,0.08333333333333333,0.0,0.0,0.710334715824312,8,13
2082,"Among the three lines of introducing sweet potato, the introduction by Chen Zhenlong from Philippine to Fuzhou is the one with the greatest impact and largest communication.",0.700303519469903,"['的', '三', '最', '大', '最', '的', '就是', '由']","['在', '的', '三', '从', '到', '的', '是', '最', '大', '的', '和', '最', '大', '的']",0.75,0.2857142857142857,0.0,0.0,0.42857142857142855,0.15384615384615385,0.0,0.0,0.516149685836799,8,14
2083,"At the game, Zhang Binbin was ranked in the middle and lower reaches and it seemed she was still quite far away from the final.",0.47783742709279,"['在', '的', '似乎', '十分']","['在', '在', '似乎', '她', '仍然', '离', '很']",0.5,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.7106291233147964,4,7
2084,"There are a total of 3 ticket offices on the north and south sides of the platform layer, equipped with manual ticketing windows and 34 automatic ticket machines.",-0.308252961654122,"['和', '3', '个', '了', '个人', '和']","['在', '的', '和', '3', '个', '有', '和']",0.6666666666666666,0.4,0.25,0.0,0.5714285714285714,0.3333333333333333,0.2,0.0,0.5539208644429603,6,7
2085,Give police powers to set up cordons around polling stations.,0.588241688233901,"['在', '周围']","['在', '周围', '的']",1.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,0.45059834479484995,2,3
2086,She burst into tears when her final total was posted and her long journey to this moment ended.,0.9244271819419092,"['当', '看到', '自己', '的', '那', '她', '了', '这', '一', '的']","['当', '她', '的', '最后', '一', '被', '她', '的', '她', '了', '起来']",0.6,0.1111111111111111,0.0,0.0,0.5454545454545454,0.1,0.0,0.0,0.474587203736264,10,11
2087,"There are 1,325 existing intangible cultural heritage projects in Huangshan. Its number and quantity ranked first in Anhui province.",0.042877448233696,"['个', '和', '均']","['有', '1', '，', '个', '的', '它', '的', '和', '在']",0.6666666666666666,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.9727786677045865,3,9
2088,"But that post was taken by another close Putin ally, Dmitry Medvedev.",0.980458097559908,"['但是', '这', '一', '的', '另', '一']","['但', '这', '一', '是', '由', '的', '另', '一个', '的']",0.6666666666666666,0.4,0.0,0.0,0.4444444444444444,0.25,0.0,0.0,0.5640849430952742,6,9
2089,"The annual average inflation, measured by CPI, in the last 12 months (August 2015 - July 2016) compared to the previous 12 months (August 2014 - July 2015) was -0.8%.",0.700303519469903,"['之前', '的', '个', '至', '过去', '个', '至', '的', '以', '为']","['与', '个', '至', ')', '过去', '个', '至', ')', '的', '为']",0.7,0.3333333333333333,0.125,0.0,0.7,0.3333333333333333,0.125,0.0,0.40726893616390286,10,10
2090,CBC then copied and pasted their apology to more than 90 other twitter users who complained about MacDonald's comments,0.0279325320538868,"['之后', '将', '他们', '的', '给', '了', '其他', '的']","['然后', '向', '那些', '的', '其他', '个', '并', '了', '他们', '的']",0.625,0.14285714285714285,0.0,0.0,0.5,0.1111111111111111,0.0,0.0,0.5884272455016017,8,10
2091,"The current forum was chaired by Professor Cao Xianqiang, the Executive Vice President of School of Politics and Public Administration, Shandong University.",0.644272603851902,"['大', '由', '与']","['目前', '的', '由', '与']",0.6666666666666666,0.5,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.6407628144231661,3,4
